0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1407 ;    max_val =  1509 ;    mean_val =   1452.77 ;    std_val = 25.80
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1407 ;    max_val =  1545 ;    mean_val =   1453.74 ;    std_val = 28.86
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1399 ;    max_val =  1518 ;    mean_val =   1451.36 ;    std_val = 25.16
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1404 ;    max_val =  1494 ;    mean_val =   1447.34 ;    std_val = 22.73
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1401 ;    max_val =  1494 ;    mean_val =   1445.52 ;    std_val = 21.56
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1388 ;    max_val =  1484 ;    mean_val =   1441.96 ;    std_val = 22.01
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1388 ;    max_val =  1484 ;    mean_val =   1436.30 ;    std_val = 20.38
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1388 ;    max_val =  1484 ;    mean_val =   1437.25 ;    std_val = 19.61
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1482 ;    mean_val =   1436.32 ;    std_val = 17.97
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1469 ;    mean_val =   1434.28 ;    std_val = 16.79
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1465 ;    mean_val =   1431.96 ;    std_val = 16.33
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1380 ;    max_val =  1478 ;    mean_val =   1430.56 ;    std_val = 18.52
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1380 ;    max_val =  1468 ;    mean_val =   1427.51 ;    std_val = 18.05
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1380 ;    max_val =  1472 ;    mean_val =   1427.47 ;    std_val = 17.45
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1380 ;    max_val =  1478 ;    mean_val =   1426.38 ;    std_val = 20.66
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1380 ;    max_val =  1465 ;    mean_val =   1423.12 ;    std_val = 17.11
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1371 ;    max_val =  1462 ;    mean_val =   1421.55 ;    std_val = 17.36
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1360 ;    max_val =  1455 ;    mean_val =   1419.11 ;    std_val = 19.69
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1363 ;    max_val =  1455 ;    mean_val =   1420.29 ;    std_val = 19.03
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1386 ;    max_val =  1466 ;    mean_val =   1419.35 ;    std_val = 16.40
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1374 ;    max_val =  1452 ;    mean_val =   1417.31 ;    std_val = 16.57
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1374 ;    max_val =  1454 ;    mean_val =   1415.30 ;    std_val = 18.12
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1361 ;    max_val =  1467 ;    mean_val =   1411.67 ;    std_val = 19.32
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1469 ;    mean_val =   1410.04 ;    std_val = 19.97
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1456 ;    mean_val =   1404.41 ;    std_val = 20.64
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1355 ;    max_val =  1452 ;    mean_val =   1400.93 ;    std_val = 19.35
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1355 ;    max_val =  1455 ;    mean_val =   1398.15 ;    std_val = 21.18
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1352 ;    max_val =  1435 ;    mean_val =   1392.98 ;    std_val = 19.95
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1435 ;    mean_val =   1390.48 ;    std_val = 19.28
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1434 ;    mean_val =   1389.86 ;    std_val = 20.16
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1435 ;    mean_val =   1384.43 ;    std_val = 18.88
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1435 ;    mean_val =   1382.45 ;    std_val = 17.04
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1432 ;    mean_val =   1380.19 ;    std_val = 16.17
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1344 ;    max_val =  1432 ;    mean_val =   1380.35 ;    std_val = 18.12
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1432 ;    mean_val =   1377.12 ;    std_val = 19.18
35: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1430 ;    mean_val =   1374.12 ;    std_val = 18.80
36: covered = 100 ;    is_min_covered =    1 ;    min_val =  1337 ;    max_val =  1429 ;    mean_val =   1374.71 ;    std_val = 16.76
37: covered = 100 ;    is_min_covered =    1 ;    min_val =  1332 ;    max_val =  1421 ;    mean_val =   1375.00 ;    std_val = 16.38
