0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1386 ;    max_val =  1509 ;    mean_val =   1446.17 ;    std_val = 27.07
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1390 ;    max_val =  1502 ;    mean_val =   1445.73 ;    std_val = 26.72
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1390 ;    max_val =  1504 ;    mean_val =   1444.80 ;    std_val = 26.35
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1496 ;    mean_val =   1441.22 ;    std_val = 23.76
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1393 ;    max_val =  1485 ;    mean_val =   1441.69 ;    std_val = 23.86
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1385 ;    max_val =  1485 ;    mean_val =   1439.36 ;    std_val = 26.10
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1393 ;    max_val =  1485 ;    mean_val =   1442.85 ;    std_val = 24.55
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1484 ;    mean_val =   1443.93 ;    std_val = 23.33
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1486 ;    mean_val =   1439.62 ;    std_val = 23.12
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1483 ;    mean_val =   1436.00 ;    std_val = 21.14
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1398 ;    max_val =  1486 ;    mean_val =   1438.04 ;    std_val = 21.66
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1487 ;    mean_val =   1440.52 ;    std_val = 21.92
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1492 ;    mean_val =   1435.52 ;    std_val = 20.95
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1472 ;    mean_val =   1433.48 ;    std_val = 16.50
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1476 ;    mean_val =   1436.04 ;    std_val = 18.75
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1468 ;    mean_val =   1432.97 ;    std_val = 17.03
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1477 ;    mean_val =   1431.29 ;    std_val = 16.95
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1477 ;    mean_val =   1430.94 ;    std_val = 19.07
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1482 ;    mean_val =   1431.32 ;    std_val = 21.67
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1388 ;    max_val =  1482 ;    mean_val =   1433.93 ;    std_val = 24.02
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1383 ;    max_val =  1481 ;    mean_val =   1431.56 ;    std_val = 22.37
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1377 ;    max_val =  1481 ;    mean_val =   1429.08 ;    std_val = 21.69
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1377 ;    max_val =  1479 ;    mean_val =   1427.79 ;    std_val = 22.88
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1377 ;    max_val =  1489 ;    mean_val =   1429.82 ;    std_val = 20.28
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1470 ;    mean_val =   1428.16 ;    std_val = 18.12
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1470 ;    mean_val =   1421.57 ;    std_val = 17.29
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1470 ;    mean_val =   1423.25 ;    std_val = 17.66
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1379 ;    max_val =  1464 ;    mean_val =   1421.06 ;    std_val = 18.73
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1379 ;    max_val =  1488 ;    mean_val =   1420.64 ;    std_val = 18.39
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1386 ;    max_val =  1492 ;    mean_val =   1422.44 ;    std_val = 21.02
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1385 ;    max_val =  1471 ;    mean_val =   1423.20 ;    std_val = 16.24
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1373 ;    max_val =  1464 ;    mean_val =   1421.15 ;    std_val = 16.55
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1385 ;    max_val =  1464 ;    mean_val =   1423.63 ;    std_val = 18.20
