0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1380 ;    max_val =  1558 ;    mean_val =   1450.19 ;    std_val = 30.08
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1380 ;    max_val =  1505 ;    mean_val =   1445.69 ;    std_val = 27.93
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1363 ;    max_val =  1503 ;    mean_val =   1443.99 ;    std_val = 26.55
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1371 ;    max_val =  1503 ;    mean_val =   1448.51 ;    std_val = 25.97
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1513 ;    mean_val =   1446.09 ;    std_val = 35.98
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1517 ;    mean_val =   1447.86 ;    std_val = 37.59
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1371 ;    max_val =  1533 ;    mean_val =   1454.15 ;    std_val = 33.69
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1383 ;    max_val =  1533 ;    mean_val =   1453.16 ;    std_val = 30.10
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1383 ;    max_val =  1530 ;    mean_val =   1454.10 ;    std_val = 32.31
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1410 ;    max_val =  1530 ;    mean_val =   1457.24 ;    std_val = 30.70
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1405 ;    max_val =  1554 ;    mean_val =   1460.21 ;    std_val = 30.78
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1403 ;    max_val =  1530 ;    mean_val =   1456.81 ;    std_val = 30.65
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1411 ;    max_val =  1530 ;    mean_val =   1458.99 ;    std_val = 29.48
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1404 ;    max_val =  1523 ;    mean_val =   1462.60 ;    std_val = 30.25
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1406 ;    max_val =  1523 ;    mean_val =   1467.78 ;    std_val = 29.54
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1415 ;    max_val =  1524 ;    mean_val =   1464.41 ;    std_val = 29.36
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1417 ;    max_val =  1518 ;    mean_val =   1465.67 ;    std_val = 29.41
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1398 ;    max_val =  1515 ;    mean_val =   1456.83 ;    std_val = 27.99
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1398 ;    max_val =  1515 ;    mean_val =   1461.45 ;    std_val = 27.76
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1412 ;    max_val =  1528 ;    mean_val =   1463.15 ;    std_val = 24.60
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1412 ;    max_val =  1512 ;    mean_val =   1458.58 ;    std_val = 22.24
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1408 ;    max_val =  1506 ;    mean_val =   1459.90 ;    std_val = 24.53
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1409 ;    max_val =  1504 ;    mean_val =   1460.32 ;    std_val = 22.75
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1409 ;    max_val =  1498 ;    mean_val =   1458.01 ;    std_val = 23.49
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1409 ;    max_val =  1518 ;    mean_val =   1460.01 ;    std_val = 21.83
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1409 ;    max_val =  1504 ;    mean_val =   1461.04 ;    std_val = 22.10
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1400 ;    max_val =  1510 ;    mean_val =   1459.29 ;    std_val = 25.08
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1400 ;    max_val =  1516 ;    mean_val =   1452.28 ;    std_val = 28.25
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1398 ;    max_val =  1504 ;    mean_val =   1448.03 ;    std_val = 26.90
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1402 ;    max_val =  1499 ;    mean_val =   1452.97 ;    std_val = 25.75
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1404 ;    max_val =  1505 ;    mean_val =   1455.25 ;    std_val = 26.46
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1404 ;    max_val =  1508 ;    mean_val =   1453.14 ;    std_val = 27.45
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1505 ;    mean_val =   1446.40 ;    std_val = 25.41
