0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1399 ;    max_val =  1507 ;    mean_val =   1447.36 ;    std_val = 24.93
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1379 ;    max_val =  1510 ;    mean_val =   1444.94 ;    std_val = 27.10
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1379 ;    max_val =  1492 ;    mean_val =   1441.16 ;    std_val = 28.24
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1504 ;    mean_val =   1438.39 ;    std_val = 28.69
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1494 ;    mean_val =   1434.62 ;    std_val = 32.40
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1495 ;    mean_val =   1425.94 ;    std_val = 30.51
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1509 ;    mean_val =   1430.95 ;    std_val = 31.18
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1353 ;    max_val =  1509 ;    mean_val =   1431.16 ;    std_val = 27.37
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1361 ;    max_val =  1482 ;    mean_val =   1425.37 ;    std_val = 26.78
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1351 ;    max_val =  1476 ;    mean_val =   1423.67 ;    std_val = 26.97
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1361 ;    max_val =  1479 ;    mean_val =   1421.03 ;    std_val = 27.90
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1362 ;    max_val =  1472 ;    mean_val =   1424.78 ;    std_val = 26.10
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1362 ;    max_val =  1494 ;    mean_val =   1426.42 ;    std_val = 28.25
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1359 ;    max_val =  1488 ;    mean_val =   1421.99 ;    std_val = 26.79
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1359 ;    max_val =  1474 ;    mean_val =   1423.78 ;    std_val = 24.60
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1474 ;    mean_val =   1423.32 ;    std_val = 26.70
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1474 ;    mean_val =   1423.94 ;    std_val = 24.79
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1465 ;    mean_val =   1419.33 ;    std_val = 24.42
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1465 ;    mean_val =   1419.85 ;    std_val = 25.62
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1374 ;    max_val =  1479 ;    mean_val =   1417.20 ;    std_val = 26.49
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1479 ;    mean_val =   1418.96 ;    std_val = 26.69
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1474 ;    mean_val =   1416.89 ;    std_val = 20.82
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1468 ;    mean_val =   1412.98 ;    std_val = 17.29
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1468 ;    mean_val =   1411.28 ;    std_val = 16.47
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1366 ;    max_val =  1438 ;    mean_val =   1410.77 ;    std_val = 15.26
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1366 ;    max_val =  1437 ;    mean_val =   1405.72 ;    std_val = 17.54
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1365 ;    max_val =  1435 ;    mean_val =   1399.73 ;    std_val = 17.99
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1362 ;    max_val =  1435 ;    mean_val =   1397.52 ;    std_val = 18.99
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1366 ;    max_val =  1439 ;    mean_val =   1395.57 ;    std_val = 16.82
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1359 ;    max_val =  1439 ;    mean_val =   1393.88 ;    std_val = 15.63
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1359 ;    max_val =  1447 ;    mean_val =   1394.56 ;    std_val = 18.40
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1456 ;    mean_val =   1397.26 ;    std_val = 19.78
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1363 ;    max_val =  1467 ;    mean_val =   1395.63 ;    std_val = 22.44
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1467 ;    mean_val =   1396.37 ;    std_val = 20.91
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1467 ;    mean_val =   1392.29 ;    std_val = 17.93
35: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1447 ;    mean_val =   1392.89 ;    std_val = 17.53
36: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1440 ;    mean_val =   1391.56 ;    std_val = 16.90
37: covered = 100 ;    is_min_covered =    1 ;    min_val =  1362 ;    max_val =  1456 ;    mean_val =   1394.44 ;    std_val = 20.00
