0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1405 ;    max_val =  1528 ;    mean_val =   1455.43 ;    std_val = 27.20
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1405 ;    max_val =  1528 ;    mean_val =   1457.33 ;    std_val = 29.84
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1528 ;    mean_val =   1459.51 ;    std_val = 28.84
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1405 ;    max_val =  1510 ;    mean_val =   1459.01 ;    std_val = 25.60
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1404 ;    max_val =  1490 ;    mean_val =   1452.92 ;    std_val = 24.23
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1405 ;    max_val =  1494 ;    mean_val =   1447.59 ;    std_val = 23.79
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1494 ;    mean_val =   1449.10 ;    std_val = 25.78
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1496 ;    mean_val =   1440.50 ;    std_val = 24.03
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1396 ;    max_val =  1489 ;    mean_val =   1441.08 ;    std_val = 23.78
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1494 ;    mean_val =   1434.34 ;    std_val = 21.41
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1357 ;    max_val =  1494 ;    mean_val =   1434.66 ;    std_val = 25.97
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1357 ;    max_val =  1494 ;    mean_val =   1435.48 ;    std_val = 25.81
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1357 ;    max_val =  1488 ;    mean_val =   1429.14 ;    std_val = 22.86
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1488 ;    mean_val =   1426.18 ;    std_val = 21.36
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1378 ;    max_val =  1488 ;    mean_val =   1424.10 ;    std_val = 22.65
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1378 ;    max_val =  1488 ;    mean_val =   1424.76 ;    std_val = 22.86
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1378 ;    max_val =  1488 ;    mean_val =   1421.39 ;    std_val = 20.62
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1371 ;    max_val =  1462 ;    mean_val =   1417.84 ;    std_val = 18.23
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1457 ;    mean_val =   1415.00 ;    std_val = 18.48
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1352 ;    max_val =  1459 ;    mean_val =   1411.31 ;    std_val = 19.37
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1352 ;    max_val =  1455 ;    mean_val =   1408.66 ;    std_val = 20.07
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1352 ;    max_val =  1455 ;    mean_val =   1403.16 ;    std_val = 21.52
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1352 ;    max_val =  1450 ;    mean_val =   1402.96 ;    std_val = 25.43
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1450 ;    mean_val =   1394.79 ;    std_val = 29.50
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1450 ;    mean_val =   1391.36 ;    std_val = 33.42
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1455 ;    mean_val =   1391.88 ;    std_val = 31.63
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1456 ;    mean_val =   1389.47 ;    std_val = 31.99
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1456 ;    mean_val =   1379.72 ;    std_val = 31.12
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1452 ;    mean_val =   1376.69 ;    std_val = 29.91
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1338 ;    max_val =  1452 ;    mean_val =   1376.36 ;    std_val = 28.53
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1442 ;    mean_val =   1376.42 ;    std_val = 27.72
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1343 ;    max_val =  1442 ;    mean_val =   1372.85 ;    std_val = 27.68
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1336 ;    max_val =  1440 ;    mean_val =   1370.90 ;    std_val = 24.95
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1343 ;    max_val =  1440 ;    mean_val =   1368.79 ;    std_val = 23.89
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1337 ;    max_val =  1432 ;    mean_val =   1367.49 ;    std_val = 19.82
35: covered = 100 ;    is_min_covered =    1 ;    min_val =  1332 ;    max_val =  1438 ;    mean_val =   1364.77 ;    std_val = 19.41
36: covered = 100 ;    is_min_covered =    1 ;    min_val =  1332 ;    max_val =  1403 ;    mean_val =   1362.64 ;    std_val = 16.75
37: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1400 ;    mean_val =   1357.32 ;    std_val = 15.32
38: covered = 100 ;    is_min_covered =    1 ;    min_val =  1332 ;    max_val =  1416 ;    mean_val =   1356.22 ;    std_val = 14.65
39: covered = 100 ;    is_min_covered =    1 ;    min_val =  1332 ;    max_val =  1392 ;    mean_val =   1354.10 ;    std_val = 12.42
40: covered = 100 ;    is_min_covered =    1 ;    min_val =  1332 ;    max_val =  1392 ;    mean_val =   1352.66 ;    std_val = 12.21
41: covered = 100 ;    is_min_covered =    1 ;    min_val =  1332 ;    max_val =  1378 ;    mean_val =   1352.79 ;    std_val = 10.81
42: covered = 100 ;    is_min_covered =    1 ;    min_val =  1324 ;    max_val =  1381 ;    mean_val =   1350.53 ;    std_val = 11.79
43: covered = 100 ;    is_min_covered =    1 ;    min_val =  1325 ;    max_val =  1378 ;    mean_val =   1353.10 ;    std_val = 11.04
44: covered = 100 ;    is_min_covered =    1 ;    min_val =  1334 ;    max_val =  1375 ;    mean_val =   1350.25 ;    std_val =  9.59
45: covered = 100 ;    is_min_covered =    1 ;    min_val =  1333 ;    max_val =  1373 ;    mean_val =   1347.62 ;    std_val =  8.30
46: covered = 100 ;    is_min_covered =    1 ;    min_val =  1334 ;    max_val =  1368 ;    mean_val =   1347.29 ;    std_val =  7.43
47: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1376 ;    mean_val =   1347.65 ;    std_val =  9.12
48: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1374 ;    mean_val =   1347.11 ;    std_val =  8.51
49: covered = 100 ;    is_min_covered =    1 ;    min_val =  1334 ;    max_val =  1364 ;    mean_val =   1347.45 ;    std_val =  7.54
50: covered = 100 ;    is_min_covered =    1 ;    min_val =  1336 ;    max_val =  1363 ;    mean_val =   1345.82 ;    std_val =  6.84
51: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1362 ;    mean_val =   1346.09 ;    std_val =  7.88
52: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1359 ;    mean_val =   1344.50 ;    std_val =  7.24
53: covered = 100 ;    is_min_covered =    1 ;    min_val =  1329 ;    max_val =  1362 ;    mean_val =   1343.00 ;    std_val =  7.58
54: covered = 100 ;    is_min_covered =    1 ;    min_val =  1329 ;    max_val =  1363 ;    mean_val =   1343.78 ;    std_val =  7.39
55: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1365 ;    mean_val =   1344.64 ;    std_val =  7.72
56: covered = 100 ;    is_min_covered =    1 ;    min_val =  1332 ;    max_val =  1363 ;    mean_val =   1344.12 ;    std_val =  8.35
57: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1365 ;    mean_val =   1344.67 ;    std_val =  8.09
58: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1365 ;    mean_val =   1343.42 ;    std_val =  7.96
59: covered = 100 ;    is_min_covered =    1 ;    min_val =  1329 ;    max_val =  1357 ;    mean_val =   1341.15 ;    std_val =  6.53
60: covered = 100 ;    is_min_covered =    1 ;    min_val =  1327 ;    max_val =  1360 ;    mean_val =   1340.70 ;    std_val =  6.65
61: covered = 100 ;    is_min_covered =    1 ;    min_val =  1326 ;    max_val =  1358 ;    mean_val =   1340.19 ;    std_val =  6.82
62: covered = 100 ;    is_min_covered =    1 ;    min_val =  1327 ;    max_val =  1355 ;    mean_val =   1340.59 ;    std_val =  6.38
63: covered = 100 ;    is_min_covered =    1 ;    min_val =  1326 ;    max_val =  1355 ;    mean_val =   1339.09 ;    std_val =  7.11
64: covered = 100 ;    is_min_covered =    1 ;    min_val =  1323 ;    max_val =  1357 ;    mean_val =   1337.72 ;    std_val =  8.48
65: covered = 100 ;    is_min_covered =    1 ;    min_val =  1320 ;    max_val =  1356 ;    mean_val =   1334.52 ;    std_val =  7.77
66: covered = 100 ;    is_min_covered =    1 ;    min_val =  1321 ;    max_val =  1351 ;    mean_val =   1333.04 ;    std_val =  6.53
67: covered = 100 ;    is_min_covered =    1 ;    min_val =  1318 ;    max_val =  1349 ;    mean_val =   1333.97 ;    std_val =  6.88
68: covered = 100 ;    is_min_covered =    1 ;    min_val =  1316 ;    max_val =  1360 ;    mean_val =   1335.88 ;    std_val =  8.43
69: covered = 100 ;    is_min_covered =    1 ;    min_val =  1316 ;    max_val =  1355 ;    mean_val =   1335.35 ;    std_val =  7.09
70: covered = 100 ;    is_min_covered =    1 ;    min_val =  1316 ;    max_val =  1362 ;    mean_val =   1333.43 ;    std_val =  8.01
71: covered = 100 ;    is_min_covered =    1 ;    min_val =  1314 ;    max_val =  1353 ;    mean_val =   1333.66 ;    std_val =  7.61
72: covered = 100 ;    is_min_covered =    1 ;    min_val =  1312 ;    max_val =  1351 ;    mean_val =   1333.63 ;    std_val =  6.80
73: covered = 100 ;    is_min_covered =    1 ;    min_val =  1312 ;    max_val =  1349 ;    mean_val =   1333.78 ;    std_val =  7.44
74: covered = 100 ;    is_min_covered =    1 ;    min_val =  1311 ;    max_val =  1356 ;    mean_val =   1333.22 ;    std_val =  8.76
75: covered = 100 ;    is_min_covered =    1 ;    min_val =  1311 ;    max_val =  1349 ;    mean_val =   1331.80 ;    std_val =  8.51
76: covered = 100 ;    is_min_covered =    1 ;    min_val =  1310 ;    max_val =  1353 ;    mean_val =   1331.85 ;    std_val =  8.67
77: covered = 100 ;    is_min_covered =    1 ;    min_val =  1308 ;    max_val =  1350 ;    mean_val =   1329.88 ;    std_val = 10.01
78: covered = 100 ;    is_min_covered =    1 ;    min_val =  1307 ;    max_val =  1348 ;    mean_val =   1325.79 ;    std_val = 10.37
79: covered = 100 ;    is_min_covered =    1 ;    min_val =  1307 ;    max_val =  1354 ;    mean_val =   1323.19 ;    std_val =  9.80
80: covered = 100 ;    is_min_covered =    1 ;    min_val =  1302 ;    max_val =  1348 ;    mean_val =   1323.81 ;    std_val =  9.70
81: covered = 100 ;    is_min_covered =    1 ;    min_val =  1307 ;    max_val =  1343 ;    mean_val =   1322.83 ;    std_val = 10.30
82: covered = 100 ;    is_min_covered =    1 ;    min_val =  1300 ;    max_val =  1341 ;    mean_val =   1322.25 ;    std_val = 10.07
83: covered = 100 ;    is_min_covered =    1 ;    min_val =  1300 ;    max_val =  1341 ;    mean_val =   1321.36 ;    std_val = 11.20
84: covered = 100 ;    is_min_covered =    1 ;    min_val =  1300 ;    max_val =  1339 ;    mean_val =   1319.33 ;    std_val =  9.97
85: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1342 ;    mean_val =   1319.63 ;    std_val = 10.24
86: covered = 100 ;    is_min_covered =    1 ;    min_val =  1302 ;    max_val =  1342 ;    mean_val =   1319.01 ;    std_val =  9.79
87: covered = 100 ;    is_min_covered =    1 ;    min_val =  1302 ;    max_val =  1334 ;    mean_val =   1318.23 ;    std_val =  8.13
88: covered = 100 ;    is_min_covered =    1 ;    min_val =  1302 ;    max_val =  1336 ;    mean_val =   1319.13 ;    std_val =  8.86
89: covered = 100 ;    is_min_covered =    1 ;    min_val =  1298 ;    max_val =  1337 ;    mean_val =   1317.92 ;    std_val =  8.99
90: covered = 100 ;    is_min_covered =    1 ;    min_val =  1295 ;    max_val =  1338 ;    mean_val =   1315.98 ;    std_val =  9.60
91: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1334 ;    mean_val =   1315.23 ;    std_val =  9.24
92: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1339 ;    mean_val =   1314.50 ;    std_val =  9.21
93: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1339 ;    mean_val =   1313.85 ;    std_val =  9.44
94: covered = 100 ;    is_min_covered =    1 ;    min_val =  1298 ;    max_val =  1339 ;    mean_val =   1313.54 ;    std_val =  9.81
95: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1335 ;    mean_val =   1312.32 ;    std_val =  8.11
96: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1335 ;    mean_val =   1310.63 ;    std_val =  7.93
97: covered = 100 ;    is_min_covered =    1 ;    min_val =  1293 ;    max_val =  1338 ;    mean_val =   1310.51 ;    std_val =  7.71
98: covered = 100 ;    is_min_covered =    1 ;    min_val =  1297 ;    max_val =  1328 ;    mean_val =   1311.28 ;    std_val =  6.73
99: covered = 100 ;    is_min_covered =    1 ;    min_val =  1294 ;    max_val =  1326 ;    mean_val =   1310.12 ;    std_val =  6.38
100: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1330 ;    mean_val =   1310.77 ;    std_val =  7.14
101: covered = 100 ;    is_min_covered =    1 ;    min_val =  1297 ;    max_val =  1328 ;    mean_val =   1310.55 ;    std_val =  6.97
102: covered = 100 ;    is_min_covered =    1 ;    min_val =  1295 ;    max_val =  1326 ;    mean_val =   1309.20 ;    std_val =  6.96
103: covered = 100 ;    is_min_covered =    1 ;    min_val =  1295 ;    max_val =  1326 ;    mean_val =   1308.67 ;    std_val =  6.31
104: covered = 100 ;    is_min_covered =    1 ;    min_val =  1288 ;    max_val =  1328 ;    mean_val =   1307.87 ;    std_val =  8.01
105: covered = 100 ;    is_min_covered =    1 ;    min_val =  1287 ;    max_val =  1328 ;    mean_val =   1306.39 ;    std_val =  8.94
106: covered = 100 ;    is_min_covered =    1 ;    min_val =  1281 ;    max_val =  1331 ;    mean_val =   1304.99 ;    std_val =  8.90
107: covered = 100 ;    is_min_covered =    1 ;    min_val =  1281 ;    max_val =  1326 ;    mean_val =   1304.24 ;    std_val =  9.07
108: covered = 100 ;    is_min_covered =    1 ;    min_val =  1284 ;    max_val =  1323 ;    mean_val =   1304.38 ;    std_val =  8.73
109: covered = 100 ;    is_min_covered =    1 ;    min_val =  1282 ;    max_val =  1331 ;    mean_val =   1303.68 ;    std_val = 10.44
110: covered = 100 ;    is_min_covered =    1 ;    min_val =  1282 ;    max_val =  1331 ;    mean_val =   1303.60 ;    std_val = 12.46
111: covered = 100 ;    is_min_covered =    1 ;    min_val =  1282 ;    max_val =  1331 ;    mean_val =   1301.07 ;    std_val = 11.68
112: covered = 100 ;    is_min_covered =    1 ;    min_val =  1279 ;    max_val =  1328 ;    mean_val =   1298.54 ;    std_val = 10.23
113: covered = 100 ;    is_min_covered =    1 ;    min_val =  1279 ;    max_val =  1328 ;    mean_val =   1298.79 ;    std_val =  9.97
114: covered = 100 ;    is_min_covered =    1 ;    min_val =  1279 ;    max_val =  1317 ;    mean_val =   1298.82 ;    std_val = 10.18
115: covered = 100 ;    is_min_covered =    1 ;    min_val =  1275 ;    max_val =  1316 ;    mean_val =   1297.70 ;    std_val = 10.57
116: covered = 100 ;    is_min_covered =    1 ;    min_val =  1275 ;    max_val =  1318 ;    mean_val =   1296.56 ;    std_val = 10.61
117: covered = 100 ;    is_min_covered =    1 ;    min_val =  1272 ;    max_val =  1311 ;    mean_val =   1294.48 ;    std_val = 10.79
