0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1505 ;    mean_val =   1452.36 ;    std_val = 25.46
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1505 ;    mean_val =   1451.29 ;    std_val = 22.11
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1396 ;    max_val =  1505 ;    mean_val =   1447.72 ;    std_val = 20.69
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1390 ;    max_val =  1496 ;    mean_val =   1437.75 ;    std_val = 21.54
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1390 ;    max_val =  1496 ;    mean_val =   1440.36 ;    std_val = 17.24
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1389 ;    max_val =  1496 ;    mean_val =   1432.97 ;    std_val = 21.44
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1390 ;    max_val =  1515 ;    mean_val =   1432.58 ;    std_val = 23.64
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1390 ;    max_val =  1496 ;    mean_val =   1429.07 ;    std_val = 20.38
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1385 ;    max_val =  1479 ;    mean_val =   1427.60 ;    std_val = 19.85
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1386 ;    max_val =  1479 ;    mean_val =   1422.63 ;    std_val = 19.90
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1388 ;    max_val =  1479 ;    mean_val =   1417.22 ;    std_val = 21.07
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1370 ;    max_val =  1479 ;    mean_val =   1409.50 ;    std_val = 20.24
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1434 ;    mean_val =   1400.89 ;    std_val = 15.72
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1434 ;    mean_val =   1397.05 ;    std_val = 13.53
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1433 ;    mean_val =   1395.15 ;    std_val = 11.63
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1417 ;    mean_val =   1394.64 ;    std_val = 10.16
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1361 ;    max_val =  1416 ;    mean_val =   1391.39 ;    std_val = 12.86
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1365 ;    max_val =  1414 ;    mean_val =   1390.21 ;    std_val = 13.77
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1362 ;    max_val =  1419 ;    mean_val =   1386.91 ;    std_val = 14.65
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1358 ;    max_val =  1419 ;    mean_val =   1384.47 ;    std_val = 15.72
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1358 ;    max_val =  1408 ;    mean_val =   1377.99 ;    std_val = 12.89
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1358 ;    max_val =  1409 ;    mean_val =   1377.81 ;    std_val = 12.91
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1351 ;    max_val =  1408 ;    mean_val =   1376.98 ;    std_val = 12.93
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1351 ;    max_val =  1401 ;    mean_val =   1374.69 ;    std_val = 11.38
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1359 ;    max_val =  1400 ;    mean_val =   1374.30 ;    std_val =  9.12
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1359 ;    max_val =  1404 ;    mean_val =   1373.96 ;    std_val =  9.24
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1355 ;    max_val =  1404 ;    mean_val =   1371.66 ;    std_val =  7.69
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1355 ;    max_val =  1391 ;    mean_val =   1370.19 ;    std_val =  7.25
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1350 ;    max_val =  1391 ;    mean_val =   1368.63 ;    std_val =  7.41
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1348 ;    max_val =  1384 ;    mean_val =   1368.39 ;    std_val =  7.73
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1342 ;    max_val =  1393 ;    mean_val =   1367.78 ;    std_val =  8.98
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1348 ;    max_val =  1395 ;    mean_val =   1365.72 ;    std_val =  8.10
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1346 ;    max_val =  1391 ;    mean_val =   1365.91 ;    std_val =  8.23
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1348 ;    max_val =  1382 ;    mean_val =   1364.30 ;    std_val =  7.82
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1344 ;    max_val =  1386 ;    mean_val =   1364.81 ;    std_val =  8.39
35: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1382 ;    mean_val =   1364.04 ;    std_val =  9.92
36: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1386 ;    mean_val =   1364.08 ;    std_val = 11.02
37: covered = 100 ;    is_min_covered =    1 ;    min_val =  1338 ;    max_val =  1383 ;    mean_val =   1360.93 ;    std_val = 10.56
38: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1388 ;    mean_val =   1357.79 ;    std_val = 11.24
39: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1380 ;    mean_val =   1357.52 ;    std_val = 10.66
40: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1382 ;    mean_val =   1357.49 ;    std_val = 11.85
41: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1387 ;    mean_val =   1358.43 ;    std_val = 14.03
42: covered = 100 ;    is_min_covered =    1 ;    min_val =  1326 ;    max_val =  1386 ;    mean_val =   1357.26 ;    std_val = 13.89
43: covered = 100 ;    is_min_covered =    1 ;    min_val =  1326 ;    max_val =  1380 ;    mean_val =   1358.00 ;    std_val = 15.30
44: covered = 100 ;    is_min_covered =    1 ;    min_val =  1322 ;    max_val =  1380 ;    mean_val =   1350.34 ;    std_val = 14.39
45: covered = 100 ;    is_min_covered =    1 ;    min_val =  1322 ;    max_val =  1380 ;    mean_val =   1347.08 ;    std_val = 13.91
46: covered = 100 ;    is_min_covered =    1 ;    min_val =  1329 ;    max_val =  1380 ;    mean_val =   1350.31 ;    std_val = 15.77
47: covered = 100 ;    is_min_covered =    1 ;    min_val =  1328 ;    max_val =  1380 ;    mean_val =   1346.99 ;    std_val = 13.59
48: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1379 ;    mean_val =   1350.73 ;    std_val = 11.96
49: covered = 100 ;    is_min_covered =    1 ;    min_val =  1327 ;    max_val =  1377 ;    mean_val =   1351.67 ;    std_val = 11.12
50: covered = 100 ;    is_min_covered =    1 ;    min_val =  1327 ;    max_val =  1374 ;    mean_val =   1351.15 ;    std_val = 11.32
51: covered = 100 ;    is_min_covered =    1 ;    min_val =  1327 ;    max_val =  1378 ;    mean_val =   1350.97 ;    std_val = 10.88
52: covered = 100 ;    is_min_covered =    1 ;    min_val =  1327 ;    max_val =  1375 ;    mean_val =   1351.24 ;    std_val = 10.33
53: covered = 100 ;    is_min_covered =    1 ;    min_val =  1323 ;    max_val =  1379 ;    mean_val =   1352.41 ;    std_val = 10.74
54: covered = 100 ;    is_min_covered =    1 ;    min_val =  1323 ;    max_val =  1378 ;    mean_val =   1352.27 ;    std_val = 11.28
55: covered = 100 ;    is_min_covered =    1 ;    min_val =  1328 ;    max_val =  1378 ;    mean_val =   1347.77 ;    std_val = 10.79
56: covered = 100 ;    is_min_covered =    1 ;    min_val =  1324 ;    max_val =  1373 ;    mean_val =   1349.15 ;    std_val = 10.78
57: covered = 100 ;    is_min_covered =    1 ;    min_val =  1326 ;    max_val =  1378 ;    mean_val =   1349.54 ;    std_val = 12.03
58: covered = 100 ;    is_min_covered =    1 ;    min_val =  1314 ;    max_val =  1372 ;    mean_val =   1343.99 ;    std_val = 12.83
59: covered = 100 ;    is_min_covered =    1 ;    min_val =  1317 ;    max_val =  1372 ;    mean_val =   1343.67 ;    std_val = 13.40
60: covered = 100 ;    is_min_covered =    1 ;    min_val =  1317 ;    max_val =  1364 ;    mean_val =   1337.02 ;    std_val = 15.07
61: covered = 100 ;    is_min_covered =    1 ;    min_val =  1310 ;    max_val =  1364 ;    mean_val =   1330.69 ;    std_val = 14.30
62: covered = 100 ;    is_min_covered =    1 ;    min_val =  1310 ;    max_val =  1371 ;    mean_val =   1327.45 ;    std_val = 12.94
63: covered = 100 ;    is_min_covered =    1 ;    min_val =  1309 ;    max_val =  1368 ;    mean_val =   1326.37 ;    std_val = 12.81
64: covered = 100 ;    is_min_covered =    1 ;    min_val =  1310 ;    max_val =  1368 ;    mean_val =   1327.22 ;    std_val = 12.53
65: covered = 100 ;    is_min_covered =    1 ;    min_val =  1308 ;    max_val =  1351 ;    mean_val =   1324.92 ;    std_val = 10.95
66: covered = 100 ;    is_min_covered =    1 ;    min_val =  1301 ;    max_val =  1348 ;    mean_val =   1325.11 ;    std_val = 10.64
67: covered = 100 ;    is_min_covered =    1 ;    min_val =  1300 ;    max_val =  1350 ;    mean_val =   1321.27 ;    std_val = 10.80
68: covered = 100 ;    is_min_covered =    1 ;    min_val =  1300 ;    max_val =  1348 ;    mean_val =   1319.55 ;    std_val = 11.86
69: covered = 100 ;    is_min_covered =    1 ;    min_val =  1300 ;    max_val =  1348 ;    mean_val =   1318.33 ;    std_val = 12.55
70: covered = 100 ;    is_min_covered =    1 ;    min_val =  1298 ;    max_val =  1348 ;    mean_val =   1317.58 ;    std_val = 12.63
71: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1348 ;    mean_val =   1317.77 ;    std_val = 12.38
72: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1348 ;    mean_val =   1316.88 ;    std_val = 13.42
73: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1353 ;    mean_val =   1315.84 ;    std_val = 13.04
74: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1349 ;    mean_val =   1314.13 ;    std_val = 11.45
75: covered = 100 ;    is_min_covered =    1 ;    min_val =  1295 ;    max_val =  1353 ;    mean_val =   1314.60 ;    std_val = 11.32
76: covered = 100 ;    is_min_covered =    1 ;    min_val =  1295 ;    max_val =  1349 ;    mean_val =   1314.19 ;    std_val = 10.93
77: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1349 ;    mean_val =   1312.36 ;    std_val =  9.21
78: covered = 100 ;    is_min_covered =    1 ;    min_val =  1296 ;    max_val =  1332 ;    mean_val =   1310.73 ;    std_val =  7.64
79: covered = 100 ;    is_min_covered =    1 ;    min_val =  1296 ;    max_val =  1331 ;    mean_val =   1309.83 ;    std_val =  6.62
80: covered = 100 ;    is_min_covered =    1 ;    min_val =  1293 ;    max_val =  1331 ;    mean_val =   1309.84 ;    std_val =  8.06
81: covered = 100 ;    is_min_covered =    1 ;    min_val =  1293 ;    max_val =  1331 ;    mean_val =   1311.05 ;    std_val =  7.50
82: covered = 100 ;    is_min_covered =    1 ;    min_val =  1298 ;    max_val =  1331 ;    mean_val =   1310.22 ;    std_val =  8.47
83: covered = 100 ;    is_min_covered =    1 ;    min_val =  1294 ;    max_val =  1331 ;    mean_val =   1310.54 ;    std_val =  8.79
84: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1333 ;    mean_val =   1311.65 ;    std_val =  8.87
85: covered = 100 ;    is_min_covered =    1 ;    min_val =  1294 ;    max_val =  1329 ;    mean_val =   1310.58 ;    std_val =  7.31
86: covered = 100 ;    is_min_covered =    1 ;    min_val =  1293 ;    max_val =  1328 ;    mean_val =   1308.59 ;    std_val =  6.12
87: covered = 100 ;    is_min_covered =    1 ;    min_val =  1294 ;    max_val =  1337 ;    mean_val =   1308.82 ;    std_val =  7.28
88: covered = 100 ;    is_min_covered =    1 ;    min_val =  1287 ;    max_val =  1322 ;    mean_val =   1308.00 ;    std_val =  6.64
89: covered = 100 ;    is_min_covered =    1 ;    min_val =  1295 ;    max_val =  1324 ;    mean_val =   1308.31 ;    std_val =  7.41
90: covered = 100 ;    is_min_covered =    1 ;    min_val =  1294 ;    max_val =  1324 ;    mean_val =   1307.91 ;    std_val =  6.80
91: covered = 100 ;    is_min_covered =    1 ;    min_val =  1290 ;    max_val =  1326 ;    mean_val =   1306.64 ;    std_val =  7.78
92: covered = 100 ;    is_min_covered =    1 ;    min_val =  1290 ;    max_val =  1331 ;    mean_val =   1305.27 ;    std_val =  9.19
93: covered = 100 ;    is_min_covered =    1 ;    min_val =  1288 ;    max_val =  1331 ;    mean_val =   1303.95 ;    std_val =  9.91
94: covered = 100 ;    is_min_covered =    1 ;    min_val =  1285 ;    max_val =  1331 ;    mean_val =   1301.96 ;    std_val =  9.07
95: covered = 100 ;    is_min_covered =    1 ;    min_val =  1285 ;    max_val =  1331 ;    mean_val =   1300.75 ;    std_val =  9.38
96: covered = 100 ;    is_min_covered =    1 ;    min_val =  1283 ;    max_val =  1331 ;    mean_val =   1300.65 ;    std_val = 10.04
97: covered = 100 ;    is_min_covered =    1 ;    min_val =  1281 ;    max_val =  1331 ;    mean_val =   1300.56 ;    std_val = 10.83
98: covered = 100 ;    is_min_covered =    1 ;    min_val =  1280 ;    max_val =  1331 ;    mean_val =   1299.69 ;    std_val = 10.97
99: covered = 100 ;    is_min_covered =    1 ;    min_val =  1279 ;    max_val =  1323 ;    mean_val =   1299.06 ;    std_val =  8.54
100: covered = 100 ;    is_min_covered =    1 ;    min_val =  1280 ;    max_val =  1336 ;    mean_val =   1299.77 ;    std_val =  9.76
101: covered = 100 ;    is_min_covered =    1 ;    min_val =  1279 ;    max_val =  1313 ;    mean_val =   1300.61 ;    std_val =  8.56
102: covered = 100 ;    is_min_covered =    1 ;    min_val =  1280 ;    max_val =  1329 ;    mean_val =   1301.59 ;    std_val =  8.96
103: covered = 100 ;    is_min_covered =    1 ;    min_val =  1281 ;    max_val =  1327 ;    mean_val =   1300.59 ;    std_val =  8.20
104: covered = 100 ;    is_min_covered =    1 ;    min_val =  1284 ;    max_val =  1327 ;    mean_val =   1299.20 ;    std_val =  8.05
105: covered = 100 ;    is_min_covered =    1 ;    min_val =  1280 ;    max_val =  1321 ;    mean_val =   1297.71 ;    std_val =  8.09
106: covered = 100 ;    is_min_covered =    1 ;    min_val =  1280 ;    max_val =  1316 ;    mean_val =   1296.50 ;    std_val =  8.48
107: covered = 100 ;    is_min_covered =    1 ;    min_val =  1270 ;    max_val =  1316 ;    mean_val =   1296.23 ;    std_val =  8.88
