0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1513 ;    mean_val =   1459.22 ;    std_val = 28.07
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1379 ;    max_val =  1513 ;    mean_val =   1457.43 ;    std_val = 26.00
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1379 ;    max_val =  1513 ;    mean_val =   1458.56 ;    std_val = 28.73
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1396 ;    max_val =  1513 ;    mean_val =   1457.40 ;    std_val = 27.12
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1411 ;    max_val =  1513 ;    mean_val =   1463.03 ;    std_val = 26.79
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1412 ;    max_val =  1519 ;    mean_val =   1462.74 ;    std_val = 27.82
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1519 ;    mean_val =   1458.19 ;    std_val = 27.63
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1412 ;    max_val =  1519 ;    mean_val =   1459.50 ;    std_val = 25.83
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1413 ;    max_val =  1529 ;    mean_val =   1459.86 ;    std_val = 24.79
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1411 ;    max_val =  1535 ;    mean_val =   1460.32 ;    std_val = 24.18
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1415 ;    max_val =  1535 ;    mean_val =   1458.64 ;    std_val = 23.70
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1415 ;    max_val =  1531 ;    mean_val =   1456.77 ;    std_val = 22.62
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1415 ;    max_val =  1523 ;    mean_val =   1452.69 ;    std_val = 22.17
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1415 ;    max_val =  1508 ;    mean_val =   1450.41 ;    std_val = 18.76
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1401 ;    max_val =  1487 ;    mean_val =   1448.88 ;    std_val = 18.01
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1486 ;    mean_val =   1449.33 ;    std_val = 18.91
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1489 ;    mean_val =   1446.34 ;    std_val = 19.84
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1521 ;    mean_val =   1445.14 ;    std_val = 22.61
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1397 ;    max_val =  1486 ;    mean_val =   1445.72 ;    std_val = 20.70
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1495 ;    mean_val =   1449.75 ;    std_val = 20.84
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1495 ;    mean_val =   1448.85 ;    std_val = 21.97
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1493 ;    mean_val =   1446.72 ;    std_val = 21.09
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1508 ;    mean_val =   1449.26 ;    std_val = 20.47
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1410 ;    max_val =  1508 ;    mean_val =   1454.36 ;    std_val = 18.11
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1412 ;    max_val =  1513 ;    mean_val =   1455.73 ;    std_val = 18.28
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1405 ;    max_val =  1489 ;    mean_val =   1452.52 ;    std_val = 18.29
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1412 ;    max_val =  1499 ;    mean_val =   1452.49 ;    std_val = 20.22
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1405 ;    max_val =  1499 ;    mean_val =   1447.65 ;    std_val = 22.46
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1402 ;    max_val =  1490 ;    mean_val =   1444.68 ;    std_val = 21.77
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1398 ;    max_val =  1490 ;    mean_val =   1444.43 ;    std_val = 23.56
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1483 ;    mean_val =   1444.03 ;    std_val = 23.80
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1480 ;    mean_val =   1442.81 ;    std_val = 22.29
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1398 ;    max_val =  1481 ;    mean_val =   1438.63 ;    std_val = 19.94
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1383 ;    max_val =  1476 ;    mean_val =   1433.40 ;    std_val = 21.86
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1383 ;    max_val =  1482 ;    mean_val =   1431.97 ;    std_val = 20.71
