0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1396 ;    max_val =  1508 ;    mean_val =   1444.59 ;    std_val = 29.91
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1384 ;    max_val =  1512 ;    mean_val =   1449.17 ;    std_val = 33.05
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1390 ;    max_val =  1510 ;    mean_val =   1448.18 ;    std_val = 32.81
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1383 ;    max_val =  1509 ;    mean_val =   1443.50 ;    std_val = 28.53
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1509 ;    mean_val =   1437.29 ;    std_val = 30.77
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1509 ;    mean_val =   1431.15 ;    std_val = 35.10
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1509 ;    mean_val =   1431.62 ;    std_val = 34.23
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1366 ;    max_val =  1509 ;    mean_val =   1429.78 ;    std_val = 33.09
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1366 ;    max_val =  1509 ;    mean_val =   1423.04 ;    std_val = 26.62
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1366 ;    max_val =  1509 ;    mean_val =   1427.05 ;    std_val = 31.64
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1366 ;    max_val =  1509 ;    mean_val =   1425.66 ;    std_val = 36.79
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1355 ;    max_val =  1509 ;    mean_val =   1417.49 ;    std_val = 35.85
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1352 ;    max_val =  1509 ;    mean_val =   1404.12 ;    std_val = 37.20
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1355 ;    max_val =  1509 ;    mean_val =   1407.31 ;    std_val = 39.64
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1355 ;    max_val =  1480 ;    mean_val =   1402.42 ;    std_val = 34.65
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1330 ;    max_val =  1472 ;    mean_val =   1385.80 ;    std_val = 31.52
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1348 ;    max_val =  1474 ;    mean_val =   1392.77 ;    std_val = 35.07
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1344 ;    max_val =  1469 ;    mean_val =   1389.28 ;    std_val = 34.29
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1341 ;    max_val =  1470 ;    mean_val =   1382.56 ;    std_val = 33.04
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1341 ;    max_val =  1469 ;    mean_val =   1378.14 ;    std_val = 30.87
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1341 ;    max_val =  1469 ;    mean_val =   1381.72 ;    std_val = 29.18
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1341 ;    max_val =  1469 ;    mean_val =   1379.49 ;    std_val = 26.21
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1341 ;    max_val =  1427 ;    mean_val =   1374.66 ;    std_val = 21.20
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1329 ;    max_val =  1427 ;    mean_val =   1373.34 ;    std_val = 19.73
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1421 ;    mean_val =   1370.00 ;    std_val = 18.14
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1421 ;    mean_val =   1367.60 ;    std_val = 16.23
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1425 ;    mean_val =   1367.69 ;    std_val = 18.45
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1425 ;    mean_val =   1366.85 ;    std_val = 18.28
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1429 ;    mean_val =   1365.51 ;    std_val = 16.59
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1421 ;    mean_val =   1363.98 ;    std_val = 14.25
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1344 ;    max_val =  1423 ;    mean_val =   1366.72 ;    std_val = 14.91
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1344 ;    max_val =  1429 ;    mean_val =   1367.32 ;    std_val = 14.76
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1344 ;    max_val =  1429 ;    mean_val =   1369.29 ;    std_val = 17.45
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1344 ;    max_val =  1433 ;    mean_val =   1372.13 ;    std_val = 19.01
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1346 ;    max_val =  1428 ;    mean_val =   1370.75 ;    std_val = 16.56
35: covered = 100 ;    is_min_covered =    1 ;    min_val =  1346 ;    max_val =  1434 ;    mean_val =   1368.85 ;    std_val = 15.60
36: covered = 100 ;    is_min_covered =    1 ;    min_val =  1339 ;    max_val =  1428 ;    mean_val =   1368.31 ;    std_val = 16.70
37: covered = 100 ;    is_min_covered =    1 ;    min_val =  1339 ;    max_val =  1428 ;    mean_val =   1366.89 ;    std_val = 16.56
38: covered = 100 ;    is_min_covered =    1 ;    min_val =  1337 ;    max_val =  1407 ;    mean_val =   1366.43 ;    std_val = 13.91
