0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1391 ;    max_val =  1511 ;    mean_val =   1448.15 ;    std_val = 25.60
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1386 ;    max_val =  1511 ;    mean_val =   1442.43 ;    std_val = 23.66
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1400 ;    max_val =  1511 ;    mean_val =   1439.37 ;    std_val = 18.81
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1385 ;    max_val =  1478 ;    mean_val =   1434.37 ;    std_val = 17.28
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1385 ;    max_val =  1478 ;    mean_val =   1429.49 ;    std_val = 17.63
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1377 ;    max_val =  1478 ;    mean_val =   1423.94 ;    std_val = 18.57
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1376 ;    max_val =  1478 ;    mean_val =   1422.50 ;    std_val = 19.94
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1376 ;    max_val =  1482 ;    mean_val =   1418.39 ;    std_val = 20.92
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1461 ;    mean_val =   1407.62 ;    std_val = 20.68
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1376 ;    max_val =  1437 ;    mean_val =   1399.41 ;    std_val = 16.47
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1455 ;    mean_val =   1394.07 ;    std_val = 16.57
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1374 ;    max_val =  1436 ;    mean_val =   1393.77 ;    std_val = 14.06
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1368 ;    max_val =  1441 ;    mean_val =   1392.94 ;    std_val = 16.45
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1439 ;    mean_val =   1391.22 ;    std_val = 14.42
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1433 ;    mean_val =   1388.70 ;    std_val = 12.28
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1431 ;    mean_val =   1385.74 ;    std_val = 10.97
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1431 ;    mean_val =   1383.97 ;    std_val = 10.92
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1364 ;    max_val =  1417 ;    mean_val =   1382.28 ;    std_val =  7.60
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1361 ;    max_val =  1403 ;    mean_val =   1381.24 ;    std_val =  7.86
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1361 ;    max_val =  1404 ;    mean_val =   1379.42 ;    std_val =  8.91
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1357 ;    max_val =  1401 ;    mean_val =   1376.78 ;    std_val =  8.15
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1406 ;    mean_val =   1373.08 ;    std_val = 10.35
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1401 ;    mean_val =   1370.43 ;    std_val = 10.34
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1401 ;    mean_val =   1367.75 ;    std_val =  9.92
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1350 ;    max_val =  1391 ;    mean_val =   1367.00 ;    std_val =  8.34
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1345 ;    max_val =  1395 ;    mean_val =   1364.54 ;    std_val =  8.85
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1338 ;    max_val =  1386 ;    mean_val =   1361.07 ;    std_val =  8.98
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1339 ;    max_val =  1388 ;    mean_val =   1359.65 ;    std_val =  9.31
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1338 ;    max_val =  1388 ;    mean_val =   1359.09 ;    std_val = 10.78
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1339 ;    max_val =  1388 ;    mean_val =   1356.50 ;    std_val = 10.29
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1338 ;    max_val =  1375 ;    mean_val =   1355.74 ;    std_val =  8.61
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1328 ;    max_val =  1373 ;    mean_val =   1352.01 ;    std_val =  8.84
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1334 ;    max_val =  1369 ;    mean_val =   1349.76 ;    std_val =  7.11
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1376 ;    mean_val =   1348.72 ;    std_val =  7.81
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1331 ;    max_val =  1378 ;    mean_val =   1347.20 ;    std_val =  9.62
35: covered = 100 ;    is_min_covered =    1 ;    min_val =  1317 ;    max_val =  1376 ;    mean_val =   1342.56 ;    std_val =  9.29
36: covered = 100 ;    is_min_covered =    1 ;    min_val =  1317 ;    max_val =  1366 ;    mean_val =   1341.27 ;    std_val =  9.29
37: covered = 100 ;    is_min_covered =    1 ;    min_val =  1310 ;    max_val =  1366 ;    mean_val =   1337.30 ;    std_val = 10.07
38: covered = 100 ;    is_min_covered =    1 ;    min_val =  1310 ;    max_val =  1358 ;    mean_val =   1336.33 ;    std_val = 10.18
39: covered = 100 ;    is_min_covered =    1 ;    min_val =  1315 ;    max_val =  1359 ;    mean_val =   1336.47 ;    std_val = 10.99
40: covered = 100 ;    is_min_covered =    1 ;    min_val =  1314 ;    max_val =  1355 ;    mean_val =   1332.50 ;    std_val = 10.72
41: covered = 100 ;    is_min_covered =    1 ;    min_val =  1313 ;    max_val =  1349 ;    mean_val =   1328.88 ;    std_val = 10.29
42: covered = 100 ;    is_min_covered =    1 ;    min_val =  1310 ;    max_val =  1350 ;    mean_val =   1326.78 ;    std_val =  9.92
43: covered = 100 ;    is_min_covered =    1 ;    min_val =  1308 ;    max_val =  1349 ;    mean_val =   1326.74 ;    std_val = 10.22
44: covered = 100 ;    is_min_covered =    1 ;    min_val =  1309 ;    max_val =  1344 ;    mean_val =   1325.44 ;    std_val =  8.82
45: covered = 100 ;    is_min_covered =    1 ;    min_val =  1306 ;    max_val =  1345 ;    mean_val =   1324.01 ;    std_val =  8.75
46: covered = 100 ;    is_min_covered =    1 ;    min_val =  1303 ;    max_val =  1347 ;    mean_val =   1324.24 ;    std_val =  8.28
47: covered = 100 ;    is_min_covered =    1 ;    min_val =  1303 ;    max_val =  1345 ;    mean_val =   1322.58 ;    std_val = 10.11
48: covered = 100 ;    is_min_covered =    1 ;    min_val =  1303 ;    max_val =  1342 ;    mean_val =   1320.65 ;    std_val =  9.46
49: covered = 100 ;    is_min_covered =    1 ;    min_val =  1301 ;    max_val =  1337 ;    mean_val =   1317.87 ;    std_val =  9.64
50: covered = 100 ;    is_min_covered =    1 ;    min_val =  1301 ;    max_val =  1333 ;    mean_val =   1313.15 ;    std_val =  9.23
51: covered = 100 ;    is_min_covered =    1 ;    min_val =  1298 ;    max_val =  1334 ;    mean_val =   1313.97 ;    std_val =  9.76
52: covered = 100 ;    is_min_covered =    1 ;    min_val =  1297 ;    max_val =  1333 ;    mean_val =   1310.79 ;    std_val =  8.81
53: covered = 100 ;    is_min_covered =    1 ;    min_val =  1298 ;    max_val =  1328 ;    mean_val =   1308.55 ;    std_val =  6.97
54: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1335 ;    mean_val =   1307.86 ;    std_val =  6.51
55: covered = 100 ;    is_min_covered =    1 ;    min_val =  1299 ;    max_val =  1324 ;    mean_val =   1306.47 ;    std_val =  5.21
56: covered = 100 ;    is_min_covered =    1 ;    min_val =  1295 ;    max_val =  1326 ;    mean_val =   1304.67 ;    std_val =  5.02
57: covered = 100 ;    is_min_covered =    1 ;    min_val =  1295 ;    max_val =  1316 ;    mean_val =   1304.53 ;    std_val =  4.92
58: covered = 100 ;    is_min_covered =    1 ;    min_val =  1292 ;    max_val =  1326 ;    mean_val =   1303.24 ;    std_val =  5.32
