0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1387 ;    max_val =  1504 ;    mean_val =   1449.76 ;    std_val = 28.09
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1377 ;    max_val =  1504 ;    mean_val =   1449.82 ;    std_val = 30.65
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1363 ;    max_val =  1504 ;    mean_val =   1445.74 ;    std_val = 29.08
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1363 ;    max_val =  1504 ;    mean_val =   1445.37 ;    std_val = 30.52
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1513 ;    mean_val =   1434.10 ;    std_val = 30.65
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1482 ;    mean_val =   1429.47 ;    std_val = 26.11
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1495 ;    mean_val =   1433.30 ;    std_val = 25.28
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1493 ;    mean_val =   1432.08 ;    std_val = 22.31
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1493 ;    mean_val =   1427.52 ;    std_val = 24.50
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1493 ;    mean_val =   1424.83 ;    std_val = 26.06
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1493 ;    mean_val =   1422.33 ;    std_val = 22.85
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1493 ;    mean_val =   1418.94 ;    std_val = 22.29
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1493 ;    mean_val =   1414.96 ;    std_val = 21.64
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1493 ;    mean_val =   1415.93 ;    std_val = 23.13
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1493 ;    mean_val =   1413.87 ;    std_val = 22.01
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1493 ;    mean_val =   1411.76 ;    std_val = 19.50
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1487 ;    mean_val =   1412.36 ;    std_val = 16.97
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1487 ;    mean_val =   1415.12 ;    std_val = 21.04
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1378 ;    max_val =  1487 ;    mean_val =   1415.14 ;    std_val = 24.90
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1380 ;    max_val =  1483 ;    mean_val =   1413.50 ;    std_val = 19.64
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1483 ;    mean_val =   1413.93 ;    std_val = 20.09
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1483 ;    mean_val =   1414.56 ;    std_val = 20.63
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1483 ;    mean_val =   1410.36 ;    std_val = 17.43
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1483 ;    mean_val =   1414.67 ;    std_val = 21.56
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1483 ;    mean_val =   1410.83 ;    std_val = 19.19
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1373 ;    max_val =  1483 ;    mean_val =   1409.12 ;    std_val = 16.48
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1373 ;    max_val =  1483 ;    mean_val =   1408.72 ;    std_val = 17.19
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1443 ;    mean_val =   1405.74 ;    std_val = 15.12
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1365 ;    max_val =  1445 ;    mean_val =   1404.79 ;    std_val = 15.93
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1436 ;    mean_val =   1400.51 ;    std_val = 16.16
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1448 ;    mean_val =   1396.40 ;    std_val = 15.47
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1373 ;    max_val =  1437 ;    mean_val =   1398.67 ;    std_val = 16.25
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1442 ;    mean_val =   1397.43 ;    std_val = 16.09
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1370 ;    max_val =  1442 ;    mean_val =   1397.72 ;    std_val = 17.98
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1374 ;    max_val =  1442 ;    mean_val =   1399.11 ;    std_val = 16.90
35: covered = 100 ;    is_min_covered =    1 ;    min_val =  1375 ;    max_val =  1442 ;    mean_val =   1398.93 ;    std_val = 16.40
