0: covered = 100 ;    is_min_covered =    1 ;    min_val =  1396 ;    max_val =  1524 ;    mean_val =   1449.28 ;    std_val = 30.12
1: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1511 ;    mean_val =   1442.99 ;    std_val = 31.61
2: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1529 ;    mean_val =   1438.92 ;    std_val = 31.66
3: covered = 100 ;    is_min_covered =    1 ;    min_val =  1382 ;    max_val =  1533 ;    mean_val =   1434.88 ;    std_val = 27.52
4: covered = 100 ;    is_min_covered =    1 ;    min_val =  1395 ;    max_val =  1504 ;    mean_val =   1437.10 ;    std_val = 25.66
5: covered = 100 ;    is_min_covered =    1 ;    min_val =  1400 ;    max_val =  1506 ;    mean_val =   1440.58 ;    std_val = 27.15
6: covered = 100 ;    is_min_covered =    1 ;    min_val =  1399 ;    max_val =  1531 ;    mean_val =   1441.67 ;    std_val = 28.49
7: covered = 100 ;    is_min_covered =    1 ;    min_val =  1389 ;    max_val =  1503 ;    mean_val =   1440.06 ;    std_val = 25.26
8: covered = 100 ;    is_min_covered =    1 ;    min_val =  1381 ;    max_val =  1503 ;    mean_val =   1438.31 ;    std_val = 26.55
9: covered = 100 ;    is_min_covered =    1 ;    min_val =  1394 ;    max_val =  1503 ;    mean_val =   1441.83 ;    std_val = 29.40
10: covered = 100 ;    is_min_covered =    1 ;    min_val =  1386 ;    max_val =  1514 ;    mean_val =   1437.60 ;    std_val = 31.57
11: covered = 100 ;    is_min_covered =    1 ;    min_val =  1386 ;    max_val =  1514 ;    mean_val =   1434.39 ;    std_val = 32.30
12: covered = 100 ;    is_min_covered =    1 ;    min_val =  1374 ;    max_val =  1509 ;    mean_val =   1433.80 ;    std_val = 30.87
13: covered = 100 ;    is_min_covered =    1 ;    min_val =  1376 ;    max_val =  1510 ;    mean_val =   1433.46 ;    std_val = 29.59
14: covered = 100 ;    is_min_covered =    1 ;    min_val =  1376 ;    max_val =  1510 ;    mean_val =   1427.85 ;    std_val = 25.62
15: covered = 100 ;    is_min_covered =    1 ;    min_val =  1371 ;    max_val =  1490 ;    mean_val =   1428.58 ;    std_val = 26.05
16: covered = 100 ;    is_min_covered =    1 ;    min_val =  1376 ;    max_val =  1478 ;    mean_val =   1429.84 ;    std_val = 27.76
17: covered = 100 ;    is_min_covered =    1 ;    min_val =  1374 ;    max_val =  1500 ;    mean_val =   1431.68 ;    std_val = 30.19
18: covered = 100 ;    is_min_covered =    1 ;    min_val =  1373 ;    max_val =  1496 ;    mean_val =   1428.51 ;    std_val = 33.91
19: covered = 100 ;    is_min_covered =    1 ;    min_val =  1374 ;    max_val =  1485 ;    mean_val =   1425.15 ;    std_val = 33.66
20: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1491 ;    mean_val =   1423.95 ;    std_val = 28.40
21: covered = 100 ;    is_min_covered =    1 ;    min_val =  1369 ;    max_val =  1491 ;    mean_val =   1423.46 ;    std_val = 29.63
22: covered = 100 ;    is_min_covered =    1 ;    min_val =  1372 ;    max_val =  1491 ;    mean_val =   1425.57 ;    std_val = 29.58
23: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1487 ;    mean_val =   1429.34 ;    std_val = 28.44
24: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1492 ;    mean_val =   1425.54 ;    std_val = 28.97
25: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1474 ;    mean_val =   1423.42 ;    std_val = 28.16
26: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1474 ;    mean_val =   1423.87 ;    std_val = 28.66
27: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1482 ;    mean_val =   1415.52 ;    std_val = 30.49
28: covered = 100 ;    is_min_covered =    1 ;    min_val =  1361 ;    max_val =  1483 ;    mean_val =   1418.86 ;    std_val = 33.73
29: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1482 ;    mean_val =   1417.08 ;    std_val = 31.99
30: covered = 100 ;    is_min_covered =    1 ;    min_val =  1356 ;    max_val =  1483 ;    mean_val =   1412.52 ;    std_val = 28.94
31: covered = 100 ;    is_min_covered =    1 ;    min_val =  1367 ;    max_val =  1465 ;    mean_val =   1401.98 ;    std_val = 21.86
32: covered = 100 ;    is_min_covered =    1 ;    min_val =  1347 ;    max_val =  1465 ;    mean_val =   1398.90 ;    std_val = 22.14
33: covered = 100 ;    is_min_covered =    1 ;    min_val =  1365 ;    max_val =  1467 ;    mean_val =   1401.67 ;    std_val = 22.52
34: covered = 100 ;    is_min_covered =    1 ;    min_val =  1363 ;    max_val =  1467 ;    mean_val =   1399.72 ;    std_val = 21.69
35: covered = 100 ;    is_min_covered =    1 ;    min_val =  1363 ;    max_val =  1467 ;    mean_val =   1396.35 ;    std_val = 22.14
36: covered = 100 ;    is_min_covered =    1 ;    min_val =  1363 ;    max_val =  1467 ;    mean_val =   1396.34 ;    std_val = 22.83
37: covered = 100 ;    is_min_covered =    1 ;    min_val =  1361 ;    max_val =  1467 ;    mean_val =   1391.39 ;    std_val = 22.06
